www.psf.gov.jo,صندوق توفير البريد,Jordan Postal Saving Fund
www.gip.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
mail.gip.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
mx01.gip.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
mx02.gip.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
www.dns.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
www.ifap-fm.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
www.cmu.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
www.ads.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
www.advs.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
www.servicedesk.gov.jo,مركز تكنولوجيا المعلومات الوطني,National Information Technology Center
www.nit.gov.jo,معهد التدريب الوطني,National Training Institute
mail.nit.gov.jo,معهد التدريب الوطني,National Training Institute
mx01.nit.gov.jo,معهد التدريب الوطني,National Training Institute
mx02.nit.gov.jo,معهد التدريب الوطني,National Training Institute
www.nwhcc.gov.jo,المركز الوطني للعناية بصحة المرأة,National Woman's Health Care Center
mail.nwhcc.gov.jo,المركز الوطني للعناية بصحة المرأة,National Woman's Health Care Center
mx01.nwhcc.gov.jo,المركز الوطني للعناية بصحة المرأة,National Woman's Health Care Center
mx02.nwhcc.gov.jo,المركز الوطني للعناية بصحة المرأة,National Woman's Health Care Center
www.nra.gov.jo,سلطة المصادر الطبيعية,Natural Resources Authority
mx01.nra.gov.jo,سلطة المصادر الطبيعية,Natural Resources Authority
mx02.nra.gov.jo,سلطة المصادر الطبيعية,Natural Resources Authority
www.noor.gov.jo,مكتب الملكة نور,Office of the Queen Noor
www.ofdc.gov.jo,مؤسسة تنمية أموال الأيتام,Orphans Fund Development Corporation
alphaplus.ofdc.gov.jo,مؤسسة تنمية أموال الأيتام,Orphans Fund Development Corporation
mail.ofdc.gov.jo,مؤسسة تنمية أموال الأيتام,Orphans Fund Development Corporation
mx01.ofdc.gov.jo,مؤسسة تنمية أموال الأيتام,Orphans Fund Development Corporation
mx02.ofdc.gov.jo,مؤسسة تنمية أموال الأيتام,Orphans Fund Development Corporation
www.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
HUBCAS1.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
HUBCAS2.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
MBX1.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
PetraTicketing.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
Services.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
Vacations.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
Vl.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
VlVerify.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
autodiscover.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
employees.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
hubcas1.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
hubcas2.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
hubcas3.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
mail.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
mbx1.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
mbx2.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
mbx3.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
services.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
vacations.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
vl.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
vlverify.pdtra.gov.jo,سلطة اقليم البترا التنموي السياحي,Petra Development and Tourism Region Authority
www.pra.gov.jo,سلطة منطقة البتراء,Petra Region Authority
mail.pra.gov.jo,سلطة منطقة البتراء,Petra Region Authority
www.pmu.gov.jo,مشروع المياه / وحدة التخطيط والإدارة,Planning and Management Unit
ar.pmu.gov.jo,مشروع المياه / وحدة التخطيط والإدارة,Planning and Management Unit
mail.pmu.gov.jo,مشروع المياه / وحدة التخطيط والإدارة,Planning and Management Unit
mail.sb.gov.jo,مديرية الأمن العام / مديرية الأمن الوقائي,Preventive Security Directorate
www.pm.gov.jo,رئاسة الوزراء,Prime Ministry of Jordan
doc.pm.gov.jo,رئاسة الوزراء,Prime Ministry of Jordan
www.doc.pm.gov.jo,رئاسة الوزراء,Prime Ministry of Jordan
gait.pm.gov.jo,رئاسة الوزراء,Prime Ministry of Jordan
www.gait.pm.gov.jo,رئاسة الوزراء,Prime Ministry of Jordan
mx01.pm.gov.jo,رئاسة الوزراء,Prime Ministry of Jordan
mx02.pm.gov.jo,رئاسة الوزراء,Prime Ministry of Jordan
www.plan.gov.jo,رئاسة الوزراء,Prime Ministry of Jordan
www.pmy-city.gov.jo,مدينة الامير محمد الرياضية,Prince Mohammed Sports City
cpanel.pmy-city.gov.jo,مدينة الامير محمد الرياضية,Prince Mohammed Sports City
mail.pmy-city.gov.jo,مدينة الامير محمد الرياضية,Prince Mohammed Sports City
webdisk.pmy-city.gov.jo,مدينة الامير محمد الرياضية,Prince Mohammed Sports City
webmail.pmy-city.gov.jo,مدينة الامير محمد الرياضية,Prince Mohammed Sports City
www.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
AutoDiscover.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
antinarcotics.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.antinarcotics.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
autodescover.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
autodiscover.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.bridges.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.ccc.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.cid.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
crc.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.crc.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
expressway-e.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
familyprotection.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.familyprotection.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
hwp.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.hwp.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.interpol.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
jti.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.jti.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.judical.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
katc.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
mail.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.pktc.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
procurment.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.procurment.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
rangers.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.rangers.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
rpa.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.rpa.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
sb.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.sb.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
sssc.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.sssc.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.tourist-police.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
traffic.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.traffic.psd.gov.jo,مديرية الأمن العام,Public Security Directorate
www.psdservices.gov.jo,مديرية الأمن العام,Public Security Directorate
www.police.gov.jo,مديرية الأمن العام,Public Security Directorate
www.psdelearning.gov.jo,مديرية الأمن العام,Public Security Directorate
www.psdmedia.gov.jo,مديرية الأمن العام,Public Security Directorate
ftp.educomroy.gov.jo,اللجنة الملكية الإستشارية للتعليم,Royal Advisory Committee for Education
www.rcc.gov.jo,المركز الثقافي الملكي,Royal Cultural Center
mx01.rcc.gov.jo,المركز الثقافي الملكي,Royal Cultural Center
mx02.rcc.gov.jo,المركز الثقافي الملكي,Royal Cultural Center
www.kingabdullah.gov.jo,الديوان الملكي الهاشمي,Royal Hashemite Court
www.kinghussein.gov.jo,الديوان الملكي العامر,Royal Hashemite Court
ftp.kinghussein.gov.jo,الديوان الملكي العامر,Royal Hashemite Court
new.kinghussein.gov.jo,الديوان الملكي العامر,Royal Hashemite Court
report.kinghussein.gov.jo,الديوان الملكي العامر,Royal Hashemite Court
www.rhdc.gov.jo,مركز التوثيق الملكي الاردني الهاشمي,Royal Hashemite Documentation Center
mx01.rhdc.gov.jo,مركز التوثيق الملكي الاردني الهاشمي,Royal Hashemite Documentation Center
mx02.rhdc.gov.jo,مركز التوثيق الملكي الاردني الهاشمي,Royal Hashemite Documentation Center
www.rjgc.gov.jo,المركز الجغرافي الملكي الأردني,Royal Jordanian Geographic Centre
mailserver.rjgc.gov.jo,المركز الجغرافي الملكي الأردني,Royal Jordanian Geographic Centre
mx01.rjgc.gov.jo,المركز الجغرافي الملكي الأردني,Royal Jordanian Geographic Centre
mx02.rjgc.gov.jo,المركز الجغرافي الملكي الأردني,Royal Jordanian Geographic Centre
www.josdi.gov.jo,المركز الجغرافي الملكي الاردني,Royal Jordanian Geographic Centre
www.emarcu.gov.jo,الجمعية العلمية الملكية,Royal Scientific Society
emarcu-web.emarcu.gov.jo,الجمعية العلمية الملكية,Royal Scientific Society
emarcu-webs.emarcu.gov.jo,الجمعية العلمية الملكية,Royal Scientific Society
mail1.rss.gov.jo,الجمعية العلمية الملكية,Royal Scientific Society
mars.rss.gov.jo,الجمعية العلمية الملكية,Royal Scientific Society
www.russifah.gov.jo,بلدية الرصيفة,Rsaifeh New Municipality
mail.russifah.gov.jo,بلدية الرصيفة,Rsaifeh New Municipality
mx01.russifah.gov.jo,بلدية الرصيفة,Rsaifeh New Municipality
mx02.russifah.gov.jo,بلدية الرصيفة,Rsaifeh New Municipality
www.saltptc.gov.jo,مؤسسة التدريب المهني / معهد السلط للمهن و الحرف التقليدية,Salt Institute for careers traditional crafts
www.srf.gov.jo,صندوق البحث العلمي,Scientific Research Fund
app.srf.gov.jo,صندوق البحث العلمي,Scientific Research Fund
forms.srf.gov.jo,صندوق البحث العلمي,Scientific Research Fund
mx01.srf.gov.jo,صندوق البحث العلمي,Scientific Research Fund
mx02.srf.gov.jo,صندوق البحث العلمي,Scientific Research Fund
www.srsf.gov.jo,صندوق دعم البحث العلمي,Scientific Research Support Fund
www.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
ata.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
autodiscover.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
corner.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
email.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
eservices.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
lawyers.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
mobile-app.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
mx0.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
orch.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
portal.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
reservation.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
service1.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
sscappext.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
sscftp.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
sscsys.ssc.gov.jo,المؤسسة العامة للضمان الاجتماعي,Social Security Corporation‎
www.ssiu.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
mainsrv.ssiu.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
mx01.ssiu.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
mx02.ssiu.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
www.ssif.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
bma.ssif.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
www.bma.ssif.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
mx01.ssif.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
mx02.ssif.gov.jo,صندوق إستثمار أموال الضمان الاجتماعي,Social Security Investment Fund
www.sjd.gov.jo,دائرة قاضي القضاة,Supreme Judge Department
mail.sjd.gov.jo,دائرة قاضي القضاة,Supreme Judge Department
mx01.sjd.gov.jo,دائرة قاضي القضاة,Supreme Judge Department
mx02.sjd.gov.jo,دائرة قاضي القضاة,Supreme Judge Department
www.csjd.gov.jo,دائرة قاضي القضاة,Supreme Judge Department
www.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
Etas.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
complaints.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
eservices.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
etas.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
fg.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
mail.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
mx01.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
mx02.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
rsmd.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
www.rsmd.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
trcfex02.trc.gov.jo,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
edds.trc.gov.jo:8056,هيئة تنظيم قطاع الإتصالات,Telecommunications Regulatory Commission
www.jdf.gov.jo,المديرية العامة لقوات الدرك,The General Directorate of the Gendarmerie
gfstc.jdf.gov.jo,المديرية العامة لقوات الدرك,The General Directorate of the Gendarmerie
mail.jdf.gov.jo,المديرية العامة لقوات الدرك,The General Directorate of the Gendarmerie
www.irbidplan.gov.jo,بلدية اربد الكبرى,The Greater Irbid Municipality
mail.irbidplan.gov.jo,بلدية اربد الكبرى,The Greater Irbid Municipality
map.irbidplan.gov.jo,بلدية اربد الكبرى,The Greater Irbid Municipality
www.salt.gov.jo,بلدية السلط الكبرى,The Greater Salt Municipality
www.hcds.gov.jo,الهيئة الهاشمية للمصابين العسكريين,The Hashemite Commission for Disabled Soldiers
mail.hcds.gov.jo,الهيئة الهاشمية للمصابين العسكريين,The Hashemite Commission for Disabled Soldiers
mx01.hcds.gov.jo,الهيئة الهاشمية للمصابين العسكريين,The Hashemite Commission for Disabled Soldiers
mx02.hcds.gov.jo,الهيئة الهاشمية للمصابين العسكريين,The Hashemite Commission for Disabled Soldiers
www.badiafund.gov.jo,الصندوق الهاشمي لتنمية البادية الاردنية,The Hashemite Fund for the Development of the Jordanian Badia
mx01.badiafund.gov.jo,الصندوق الهاشمي لتنمية البادية الاردنية,The Hashemite Fund for the Development of the Jordanian Badia
mx02.badiafund.gov.jo,الصندوق الهاشمي لتنمية البادية الاردنية,The Hashemite Fund for the Development of the Jordanian Badia
www.jhr.gov.jo,سكة حديد الحجاز,The Hejaz Railway
mail.jhr.gov.jo,سكة حديد الحجاز,The Hejaz Railway
mx02.jhr.gov.jo,سكة حديد الحجاز,The Hejaz Railway
www.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
jostadatabase.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
mail.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
mx01.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
mx02.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
resn.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
srtd.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
www.srtd.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
mail.srtd.hcst.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
www.ncrd.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
mail.ncrd.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
mx01.ncrd.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
mx02.ncrd.gov.jo,المجلس الأعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology
www.josta.gov.jo,المجلس الاعلى للعلوم والتكنولوجيا,The Higher Council for Science and Technology HCST
www.hcd.gov.jo,المجلس الأعلى لشؤون الأشخاص المعوقين,The Higher Council for the Rights of Persons with Disabilities
mail.hcd.gov.jo,المجلس الأعلى لشؤون الأشخاص المعوقين,The Higher Council for the Rights of Persons with Disabilities
mx01.hcd.gov.jo,المجلس الأعلى لشؤون الأشخاص المعوقين,The Higher Council for the Rights of Persons with Disabilities
mx02.hcd.gov.jo,المجلس الأعلى لشؤون الأشخاص المعوقين,The Higher Council for the Rights of Persons with Disabilities
www.jsmo.gov.jo,مؤسسة المواصفات والمقاييس الأردنية,The Jordan Standards and Metrology Organization
mail.jsmo.gov.jo,مؤسسة المواصفات والمقاييس الأردنية,The Jordan Standards and Metrology Organization
mx01.jsmo.gov.jo,مؤسسة المواصفات والمقاييس الأردنية,The Jordan Standards and Metrology Organization
mx02.jsmo.gov.jo,مؤسسة المواصفات والمقاييس الأردنية,The Jordan Standards and Metrology Organization
www.badia.gov.jo,مشروع تطوير البادية الاردنية,The Jordanian Badia Development Project
mail.badia.gov.jo,مشروع تطوير البادية الاردنية,The Jordanian Badia Development Project
www.modee.gov.jo,وزارة الاقتصاد الرقمي والريادة,The Ministry of Digital Economy and Entrepreneurship
drive.modee.gov.jo,وزارة الاقتصاد الرقمي والريادة,The Ministry of Digital Economy and Entrepreneurship
mx01.modee.gov.jo,وزارة الاقتصاد الرقمي والريادة,The Ministry of Digital Economy and Entrepreneurship
mx02.modee.gov.jo,وزارة الاقتصاد الرقمي والريادة,The Ministry of Digital Economy and Entrepreneurship
upload.modee.gov.jo,وزارة الاقتصاد الرقمي والريادة,The Ministry of Digital Economy and Entrepreneurship
www.stayhome.gov.jo,وزارة الاقتصاد الرقمي والريادة,The Ministry of Digital Economy and Entrepreneurship
www.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
internet-server.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
mx01.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
mx02.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
qr.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
rce.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
rceapp.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
rnji.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
survey.mohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
www.emismohe.gov.jo,وزارة التعليم العالي والبحث العلمي,The Ministry of Higher Education and Scientific Research
www.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
classifications.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
delivery.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
grp.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
hotels.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
kafalat.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
mx01.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
mx02.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
onlineeservices.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
professions.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
statistics.mota.gov.jo,وزارة السياحة والآثار,The Ministry of Tourism and Antiquities
www.nerc.gov.jo,المركز الوطني للبحث والتطوير,The National Center for Research and Development
nerc.nerc.gov.jo,المركز الوطني للبحث والتطوير,The National Center for Research and Development
sun.nerc.gov.jo,المركز الوطني للبحث والتطوير,The National Center for Research and Development
www.royalautomobilemuseum.gov.jo,متحف السيارات الملكي,The Royal Automobile Museum
www.vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
cert.vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
domain.vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
ict.vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
tms2.vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
www.e-training-vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
mail.e-training-vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
mx01.e-training-vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
mx02.e-training-vtc.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
www.tvt.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
mail.tvt.gov.jo,مؤسسة التدريب المهني,Vocational Training Corporation
www.waj.gov.jo,سلطة المياه,Water Authority of Jordan
mail.srwa.gov.jo,سلطة مياه الكرك,Water Authority of Karak
www.ysf.gov.jo,الصندوق الوطني لدعم الحركة الشبابية,Youth Support Fund
mail.ysf.gov.jo,الصندوق الوطني لدعم الحركة الشبابية,Youth Support Fund
www.zm.gov.jo,بلدية الزرقاء,Zarqa Municipality
cpanel.zm.gov.jo,بلدية الزرقاء,Zarqa Municipality
cpcalendars.zm.gov.jo,بلدية الزرقاء,Zarqa Municipality
cpcontacts.zm.gov.jo,بلدية الزرقاء,Zarqa Municipality
mail.zm.gov.jo,بلدية الزرقاء,Zarqa Municipality
www.mail.zm.gov.jo,بلدية الزرقاء,Zarqa Municipality
webdisk.zm.gov.jo,بلدية الزرقاء,Zarqa Municipality
webmail.zm.gov.jo,بلدية الزرقاء,Zarqa Municipality
